timestamp,trigger_code,event_label,trial_info
1774375997.979629040,phase2_context2_offset,phase2_context2_offset,trial=45
1774375997.980736971,phase2_shape2_onset,phase2_shape2_onset,trial=45
1774375998.988047123,phase2_shape2_offset,phase2_shape2_offset,trial=45
1774375998.988890171,phase2_blank2_onset,phase2_blank2_onset,trial=45
1774376000.004744053,phase2_blank2_offset,phase2_blank2_offset,trial=45
1774376000.005620003,phase2_reddot2_onset,phase2_reddot2_onset,trial=45 shape=Shape_3_1.png
1774376003.021871090,phase2_reddot2_offset,phase2_reddot2_offset,trial=45
1774376003.039941072,phase2_question_onset,phase2_question_onset,trial=45 cat_a=BEDROOM cat_b=SKY variant=context_swapped
1774376003.522989988,phase2_response,phase2_response,trial=45 response=SKY
1774376003.523281813,phase2_question_offset,phase2_question_offset,trial=45
1774376003.523720026,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=45
1774376004.032793999,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=45
1774376004.033477068,phase2_fixation_onset,phase2_fixation_onset,trial=46
1774376004.541554928,phase2_fixation_offset,phase2_fixation_offset,trial=46
1774376004.643877983,phase2_context1_onset,phase2_context1_onset,trial=46 shape=Shape_3_2.png
1774376005.647306919,phase2_context1_offset,phase2_context1_offset,trial=46
1774376005.648298979,phase2_shape_onset,phase2_shape_onset,trial=46 shape=Shape_3_2.png
1774376006.657044888,phase2_shape_offset,phase2_shape_offset,trial=46
1774376006.657778978,phase2_blank1_onset,phase2_blank1_onset,trial=46
1774376007.672602177,phase2_blank1_offset,phase2_blank1_offset,trial=46
1774376007.673567057,phase2_reddot_onset,phase2_reddot_onset,trial=46 shape=Shape_3_2.png
1774376010.689179897,phase2_reddot_offset,phase2_reddot_offset,trial=46
1774376010.689862967,phase2_context2_onset,phase2_context2_onset,trial=46 shape=Shape_3_2.png
1774376011.702347994,phase2_context2_offset,phase2_context2_offset,trial=46
1774376011.703097105,phase2_shape2_onset,phase2_shape2_onset,trial=46
1774376012.711022139,phase2_shape2_offset,phase2_shape2_offset,trial=46
1774376012.711454868,phase2_blank2_onset,phase2_blank2_onset,trial=46
1774376013.717886925,phase2_blank2_offset,phase2_blank2_offset,trial=46
1774376013.718820095,phase2_reddot2_onset,phase2_reddot2_onset,trial=46 shape=Shape_3_2.png
1774376016.726531029,phase2_reddot2_offset,phase2_reddot2_offset,trial=46
1774376016.742281914,phase2_question_onset,phase2_question_onset,trial=46 cat_a=BEDROOM cat_b=ACORN variant=context_swapped
1774376017.534056902,phase2_response,phase2_response,trial=46 response=ACORN
1774376017.534281015,phase2_question_offset,phase2_question_offset,trial=46
1774376017.534682989,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=46
1774376018.038510084,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=46
1774376018.039056778,phase2_fixation_onset,phase2_fixation_onset,trial=47
1774376018.551598072,phase2_fixation_offset,phase2_fixation_offset,trial=47
1774376018.658927202,phase2_context1_onset,phase2_context1_onset,trial=47 shape=Shape_3_3.png
1774376019.667521000,phase2_context1_offset,phase2_context1_offset,trial=47
1774376019.668377161,phase2_shape_onset,phase2_shape_onset,trial=47 shape=Shape_3_3.png
1774376020.677217960,phase2_shape_offset,phase2_shape_offset,trial=47
1774376020.677590132,phase2_blank1_onset,phase2_blank1_onset,trial=47
1774376021.685301065,phase2_blank1_offset,phase2_blank1_offset,trial=47
1774376021.686370134,phase2_reddot_onset,phase2_reddot_onset,trial=47 shape=Shape_3_3.png
1774376024.707929134,phase2_reddot_offset,phase2_reddot_offset,trial=47
1774376024.709477901,phase2_context2_onset,phase2_context2_onset,trial=47 shape=Shape_3_3.png
1774376025.735727072,phase2_context2_offset,phase2_context2_offset,trial=47
1774376025.736576080,phase2_shape2_onset,phase2_shape2_onset,trial=47
1774376026.755984783,phase2_shape2_offset,phase2_shape2_offset,trial=47
1774376026.756319046,phase2_blank2_onset,phase2_blank2_onset,trial=47
